dataset_name,overall_accuracy,dataset_num_items,dataset_total_chars,approximate_duplicates,avg_activation_sparsity,avg_grad_norm,avg_grad_sparsity,avg_input_length,avg_output_length,avg_param_change,base_model_perplexity,base_perplexity_std,catastrophic_forgetting,embedding_outlier_ratio,gradient_consistency,initial_loss,input_length_std,input_ttr,io_length_ratio,io_similarity,landscape_flatness,loss_decay_rate,loss_stability,output_length_std,output_ngram_repetition,output_ttr,reference_perplexity,reference_perplexity_std,semantic_consistency,semantic_diversity,special_char_ratio,vocab_complexity,learning_rate,batch_size
sample206,0.653112092,598,925693,0.043436194,0.641337204,0.098886428,0.140056762,18.91543678,55.07459114,6.966731366,8.944740013,1.165163949,0.533991442,0.161919805,0.753047752,3.207662751,17.98836295,0.974378711,2.911621434,0.22997615,0.767621908,0.804472544,0.787615625,52.68386442,0,0.882044762,6.239492665,1.147908333,9.89E-08,1.000000872,0.279885022,0.293190142,0.0002,8
sample207,0.297072358,5191,2651925.435,0.631910748,0.797721155,0.099182316,0.564206596,56.62381896,67.64051295,6.661136087,26.8721082,4.177660244,0.527314301,0.631343684,0.204840746,4.352007344,125.7456002,0.956892805,1.163275867,0.129904391,0.501735084,0.793861944,0.356887583,94.40206229,0.596411804,0.881622548,29.9630367,5.078825578,6.12E-08,1.003489414,0.257775891,0.05500215,0.0002,32
sample208,0.335896475,1911,2749941.092,0.508541917,0.755864066,0.099350099,0.638739027,55.05983286,61.50917314,6.544397013,32.34740011,3.999878357,0.531675395,0.605876898,0.241425627,4.479272317,117.6897684,0.938053562,0.984367145,0.273685822,0.509468465,0.730353973,0.468423386,80.54749852,0.56209785,0.883084344,33.03982473,5.148217522,7.64E-08,0.998392294,0.239655758,0.154328082,0.0003,32
sample209,0.2001,13464,2384353.465,0.750462943,0.729419388,0.100914112,0.679088331,56.38474988,63.6411483,6.739493294,37.71676541,6.161131852,0.537430471,0.759450223,0.012611276,5.692559385,126.2776382,0.957331853,1.177972058,0,0.415493522,0.807614746,0.2166855,82.93442307,0.724065314,0.885973035,39.87176255,6.424287709,5.66E-08,0.998774483,0.148480291,0.028811471,0.0003,32
sample210,0.393109343,3612,2901159.454,0.485438152,0.64656571,0.099577666,0.467838245,61.96517791,69.21437985,6.582526732,24.84948357,4.392656064,0.549822888,0.56884249,0.429352336,4.21536076,141.46367,0.947852156,1.184902929,0.261953461,0.536336312,0.822982514,0.462774418,85.46242801,0.522254554,0.877918558,24.5753655,3.223941584,5.82E-08,1.002416827,0.177956467,0.088585218,0.0003,32
sample211,0.349381099,2370,2842152.349,0.518872848,0.540338227,0.09853598,0.42020707,57.93549069,65.96024492,6.754860298,28.91441895,4.668864172,0.525873293,0.619385142,0.327285547,4.826042327,128.8874875,0.941503747,1.017059082,0.166533696,0.528080777,0.644327595,0.419090297,79.36852256,0.57176077,0.859312408,29.23451775,4.344064625,8.07E-08,1.002419956,0.234761241,0.186842953,0.0002,8
sample212,0.497132933,1210,2850418.673,0.371006234,0.681678713,0.098122415,0.304094725,59.63947286,67.78857437,6.615489295,19.1879451,2.860249872,0.529259251,0.350082204,0.447050133,4.192886884,119.0442399,0.935368906,1.028371731,0.196577641,0.669717412,0.882568353,0.597658937,98.43416825,0.229037672,0.889371107,18.63586531,2.430217523,7.76E-08,1.003431106,0.224732589,0.220407101,0.0003,32
sample213,0.627208829,852,2676080.257,0.187325442,0.715708668,0.0995718,0.132370319,55.43017779,67.65196353,6.832937375,10.9305527,1.261001976,0.547476631,0.20682367,0.545171021,3.413670138,125.4203089,0.959472592,1.201988968,0.279291066,0.74835396,0.784041987,0.788178906,69.61358274,0.056204959,0.863293647,6.769747234,0.67231733,6.07E-08,0.996524344,0.176484288,0.17139006,0.0002,16
sample214,0.591479504,1319,3006216.384,0.211763783,0.670196473,0.098043773,0.222464669,54.64133496,72.13467287,6.707321809,11.91179545,2.377923142,0.538848446,0.229422753,0.591466247,3.55283006,132.5797423,0.955786372,1.177523754,0.133826938,0.706414226,0.706900609,0.763589386,78.50460962,0.228712556,0.881523472,14.42869275,1.524453597,6.32E-08,0.996606979,0.228474751,0.348771518,0.0002,32
sample215,0.26518908,6001,2883899.768,0.748934611,0.603994979,0.100976684,0.730798226,59.0324765,61.05427864,6.681915344,29.23347767,5.420218662,0.533317268,0.656592672,0.102816213,4.937716616,125.0834837,0.93059224,1.278679142,0.121082788,0.461485873,0.510927324,0.304789608,72.53379924,0.621963186,0.860439461,36.37081883,5.983249198,6.81E-08,0.996414786,0.120949474,0.036328887,0.0002,8
sample216,0.397703051,2100,2882856.099,0.476375246,0.573311641,0.098674773,0.533254305,56.9498008,67.50566975,6.460572207,23.04103007,2.712775609,0.538854399,0.527284344,0.321118625,4.161378319,136.5245086,0.954034554,1.042936134,0.172911263,0.570372929,0.758313091,0.46411897,84.25196665,0.511942623,0.869447993,27.35257887,4.145724963,8.31E-08,0.997780038,0.196971313,0.119924272,0.0003,16
sample217,0.554787682,997,2748640.764,0.244853432,0.673020271,0.098375287,0.116979655,57.25459298,59.52148355,6.655404307,19.16637189,2.571794358,0.532661853,0.199934594,0.542887116,4.478017927,131.4379334,0.933753001,1.183271221,0.107038547,0.753084709,0.806092257,0.680371793,81.50609191,0.225785148,0.884613177,16.01522808,1.913280617,9.40E-08,0.996063255,0.173587454,0.014794325,0.0002,32
sample218,0.324558645,3884,2900486.36,0.472848754,0.712215868,0.099374526,0.585925637,60.47509503,68.48066574,6.535401756,28.15769569,4.833013295,0.539062215,0.593805535,0.275404749,4.941360763,131.3019324,0.95499358,1.254412934,0.019288431,0.503827434,0.786261547,0.420623037,91.0653678,0.572299207,0.871886057,33.25058152,5.343525026,8.64E-08,1.009641068,0.209523399,0.055594093,0.0003,8
sample219,0.66479134,954,1313695,0.158399264,0.571621205,0.098714178,0.120355911,29.549,61.538,6.50483485,9.846162591,1.613591401,0.532203762,0.088501518,0.757612142,3.809322728,61.31416584,0.962698738,2.082574706,0.477270334,0.828945646,0.730729507,0.82518843,81.33203483,0.125116308,0.866681134,7.499746196,1.40840205,8.77E-08,1.000000899,0.116285826,0.356274977,0.0002,8
sample220,0.297612699,4183,2915357.998,0.513191206,0.3,0.100664495,0.612679277,58.38897023,57.9225348,6.522615226,29.97942186,5.52816163,0.510557456,0.663701238,0.164867663,4.957160386,107.7840617,0.967231141,1.321116,0.103903419,0.506262448,0.68290736,0.383934831,79.34757371,0.569498659,0.878265505,31.6149098,5.525427663,5.31E-08,0.997666767,0.25534662,0,0.0002,16
sample221,0.667817975,865,1306181,0.084587937,0.588702626,0.098390951,0,27.37837838,62.54988322,6.769787798,12.38628199,0.788384163,0.541395339,0.060813179,0.718184881,3.812839093,61.01020038,0.965920663,2.28464529,0.483272163,0.766988812,0.800134547,0.875075476,78.69282787,0.131837683,0.873512295,5,0.5,8.90E-08,1.000000896,0.231485721,0.349158796,0.0002,8
sample222,0.5356,811,174337,0.319741032,0.553559376,0.09885782,0.274636097,54.68072289,14.79919679,6.048267093,16.49968796,2.476696695,0.590275002,0.303913105,0.522092507,3.685844618,11.42640454,0.968917393,0.270647424,0.243962488,0.701581669,0.761978567,0.676946114,6.744612558,0.344493544,0.994482178,18.08703236,2.493253286,5.05E-08,1.00000085,0.166619137,0.280142033,0.0003,16
sample223,0.646166603,957,3002361.588,0.107714791,0.612561675,0.098309106,0.126301208,54.58106394,70.01565634,6.761667523,14.31948665,0.5,0.542124114,0.141434909,0.731591331,3.671489768,148.0849817,0.948462964,1.297439159,0.360064944,0.749033185,0.763661249,0.782067,84.41326611,0.061335813,0.884260595,11.28800704,1.159584474,6.85E-08,1.001206258,0.224814432,0.431885004,0.0003,32
sample224,0.625055435,1042,3106484.023,0.14196246,0.554597654,0.098070502,0.152224534,57.77747811,69.75388758,6.679176237,16.52188492,0.898469015,0.558423575,0.031588376,0.675020873,3.80900754,120.6951552,0.949658266,1.273331166,0.426497456,0.762709358,0.708587348,0.795380678,92.68432197,0.075637545,0.874651746,7.837001748,1.784249323,5.96E-08,1.003107905,0.260436659,0.324186101,0.0002,16
sample225,0.501835501,1760,2634082.932,0.321509984,0.569174953,0.099756186,0.220238385,51.90936877,64.91907947,6.584585542,20.93601142,3.069555338,0.534071528,0.309507911,0.388630383,4.036365793,122.2366381,0.956312364,1.066454175,0.283794682,0.637732344,0.793691371,0.672873754,84.59310903,0.185640984,0.882353384,22.88188966,3.105410421,6.08E-08,0.996019902,0.223570313,0.278852044,0.0002,8
sample226,0.218096453,6282,3048940.484,0.733885677,0.415103704,0.099721084,0.766265831,55.18159323,67.45257253,6.575676771,40.23052614,6.159882704,0.526412701,0.747689359,0.102545353,5.412830837,119.7129406,0.955916404,1.184815811,0.081476277,0.415628085,0.552883486,0.246320086,94.48999476,0.650218391,0.872600175,36.96138689,6.121882269,7.75E-08,1.010336638,0.249108064,0.155706343,0.0003,32
sample227,0.560140065,1295,2961695.022,0.165914801,0.488962568,0.099314037,0.268047414,55.11250603,67.33750491,6.477190243,15.44007753,2.364591497,0.5238719,0.256775858,0.544596787,3.15572125,121.1529005,0.952973522,0.982180321,0.360264248,0.735290497,0.753403606,0.709931719,91.57928812,0.068596465,0.85908241,14.66103869,2.54292384,7.39E-08,1.004053376,0.233539611,0.167223912,0.0003,16
sample228,0.541770239,1174,2682275.881,0.266677341,0.452858477,0.098677438,0.203306652,55.82442675,66.24791682,6.62382372,18.29264012,3.404348701,0.543345452,0.407780085,0.528253068,4.123414288,142.1640492,0.943972326,0.889987079,0.225366546,0.726921539,0.727325008,0.699227092,108.0723373,0.25996673,0.866735989,16.87620563,2.242547662,7.48E-08,1.000752565,0.240805977,0.132102463,0.0003,16
sample229,0.2901166,4205,3025576.243,0.623018136,0.858953715,0.099129098,0.643962514,53.46770613,63.87629974,6.504498944,34.84219836,5.823533197,0.530997548,0.707067815,0.173491302,5.195244451,118.215558,0.9341027,1.404469246,0.220865505,0.505805067,0.635262592,0.316845423,92.74529742,0.727435867,0.876710853,35.8507676,4.856971885,6.62E-08,1.00497259,0.14142373,0.198242477,0.0002,16
sample230,0.291692788,5963,2665085.367,0.524852688,0.637061917,0.099488827,0.66818295,58.73399084,67.13267755,6.626126873,30.47252855,3.662067156,0.537518473,0.613226937,0.171683582,4.661894887,115.2572873,0.932663301,1.025526437,0.071773153,0.526088215,0.820062145,0.377007106,86.37080697,0.554613492,0.863368344,34.48650337,5.659859685,6.56E-08,1.008725009,0.181731712,0.052909848,0.0003,8
sample231,0.451536558,2874,3005952.77,0.313531756,0.431509194,0.099139451,0.380944828,56.72994761,68.92313744,6.58356589,23.04032902,2.981327278,0.52858536,0.337929034,0.362290904,4.331011035,116.828088,0.941918753,1.397092132,0.18520043,0.63095956,0.770438003,0.482698338,75.2761575,0.425256132,0.860338693,16.47641241,3.790260533,6.77E-08,0.998078444,0.196496301,0.27843338,0.0003,8
sample232,0.7083,567,1165902,0,0.684630922,0.097802784,0,37.34613846,60.10844338,6.834820657,5,0.9281466,0.528479522,0.016652468,0.700254924,3.202713194,87.82093169,0.958810069,1.609495543,0.562255242,0.813106526,0.76246168,0.91355151,71.85942774,0,0.877463306,5,0.5,8.36E-08,1.00000091,0.198387242,0.362059898,0.0003,16
sample233,0.611188161,619,2932743.468,0.180209651,0.577340704,0.097802784,0.060520336,49.35115182,61.92682183,6.711617775,16.047372,1.718899649,0.536828405,0.159826587,0.66937579,3.961979655,132.9838628,0.959031521,1.145039075,0.111570437,0.729408353,0.683543688,0.77096577,90.37704463,0.173031284,0.85974331,12.46119577,0.916721719,7.80E-08,1.004149961,0.269224739,0.176510248,0.0003,16
sample234,0.542092695,1850,2657998.555,0.213687365,0.629769461,0.097802784,0.327552899,53.8382869,66.14630579,6.576890925,18.59252842,2.752495863,0.545710564,0.221115385,0.637682614,4.102161931,123.1715556,0.948388731,1.136230573,0.201907623,0.697097539,0.750179956,0.706038749,89.85052207,0.279769764,0.860903284,17.58991741,2.635454467,7.96E-08,0.999094191,0.215076975,0.20281107,0.0002,16
sample235,0.244019202,5991,2700970.323,0.660890478,0.477626521,0.100295892,0.693384723,58.54935224,60.43687108,6.504326846,38.7299198,5.659074138,0.536012575,0.623985524,0.142115035,5.056429074,125.3230339,0.946563294,1.390816856,0.058165914,0.44002088,0.611830443,0.273942419,80.17670536,0.739175655,0.87284223,39.30136285,4.760160694,9.20E-08,1.01621256,0.289038385,0.030824892,0.0002,8
sample236,0.637079879,650,2775652.232,0.067992885,0.532748103,0.097908677,0.086110712,57.17445381,61.71165987,6.529240729,6.809194914,1.422788952,0.544778113,0.172286804,0.703627907,3.15572125,126.0399092,0.949986868,1.208151952,0.470228978,0.778107712,0.792874634,0.787471831,91.90047066,0.204212803,0.880662954,8.356773985,0.749745302,7.42E-08,1.002897044,0.162850084,0.300796003,0.0002,32
sample237,0.669313488,586,3026582,0.009625425,0.496467205,0.097802784,0.108380719,62.5365073,69.70634127,6.316128568,8.31778479,2.757430599,0.521365915,0.047514664,0.708210288,3.307372468,216.7328033,0.943294146,1.114650374,0.347824488,0.806127609,0.790292414,0.843845688,99.68995034,0.02447403,0.869148632,7.700648106,0.954444349,6.92E-08,1.000000923,0.15309703,0.222053341,0.0002,8
sample238,0.253485467,5304,2854450.953,0.710052924,0.717439321,0.100476083,0.740237375,52.01711041,70.67156049,6.594686199,37.35471311,6.165150284,0.539214415,0.673057982,0.122588085,4.571634714,136.1436987,0.945640471,1.263462189,0.100261629,0.47702303,0.874235635,0.29154671,84.56046875,0.775471321,0.886776573,39.89604328,5.209667743,7.20E-08,1.010338655,0.268230982,0.150835298,0.0003,8
sample239,0.424002284,2861,2959706.888,0.528590889,0.722581288,0.099601987,0.467529916,57.52044832,67.89516748,6.60090809,27.28792281,3.303017502,0.529598076,0.416215044,0.418174609,4.367968203,155.5721352,0.936535091,1.245457046,0.224692626,0.634045075,0.697327154,0.538237498,90.35050539,0.374096849,0.877526461,19.84117478,3.76655025,7.99E-08,0.998600978,0.203733748,0.17403907,0.0003,16
sample240,0.2299,4254,2399896.672,0.713990687,0.9,0.099425557,0.71181245,55.95683239,65.66887315,6.458794974,39.5478561,6.898955151,0.547456048,0.696930514,0.077535704,4.696117885,128.3496114,0.954502908,1.440015709,0.266538837,0.404943784,0.673384039,0.319832831,102.4760205,0.662511991,0.888035099,40.22793619,5.95430492,6.38E-08,0.998543909,0.131668105,0,0.0002,16
sample241,0.233290972,7272,2642757.887,0.661374853,0.66715665,0.099750253,0.712599702,59.42586911,63.82648712,6.488810204,34.07328736,5.923330113,0.536125247,0.78430718,0.084155348,4.566323544,118.6224963,0.943122948,1.32813143,0.057902202,0.457090499,0.911497256,0.244747382,88.47124617,0.671754887,0.869864461,36.81257958,6.350068338,7.56E-08,0.999645432,0.283632969,0,0.0003,16
sample242,0.264300648,4214,2674731.657,0.639350801,0.533754154,0.099847907,0.665497928,52.32135486,66.53653925,6.693846041,34.02141388,4.924103011,0.531593494,0.690893964,0.155649869,4.761935374,118.0163775,0.953190729,1.105424113,0.142372046,0.451880941,0.849450492,0.396234049,89.4435246,0.707460673,0.872406232,37.17008833,4.868518637,8.11E-08,1.007111734,0.137930933,0.008143778,0.0002,32
sample243,0.286485568,7566,3048372.691,0.588696294,0.659396462,0.100257668,0.645292253,58.56337413,62.79212997,6.401961601,36.61588109,5.701899075,0.521003979,0.588345123,0.185000721,5.092664116,121.4450874,0.96430579,1.082797943,0.191949274,0.475573164,0.871403785,0.340361749,76.49873209,0.558081407,0.870420561,29.36174195,5.878405714,7.33E-08,1.001774095,0.174941559,0.066074658,0.0003,16
sample244,0.307747343,4943,2552984.647,0.54722776,0.301895476,0.099762809,0.608174358,53.41917048,67.15256091,6.15488595,30.47766172,4.920562162,0.534273659,0.668225684,0.11969304,4.810848843,105.4973285,0.963682913,1.126084714,0.145305697,0.501400595,0.799000182,0.386042636,91.14167442,0.632980824,0.890096757,28.51489497,5.793850384,7.33E-08,1.004417921,0.176172723,0.149447331,0.0002,16
sample245,0.357296312,4890,2492079.736,0.505023097,0.479818068,0.099978102,0.542841039,59.65218353,68.27562657,6.69933245,35.18837228,3.95370645,0.534053099,0.554075724,0.334395069,4.204014124,125.4225884,0.950257028,1.146940371,0.245778645,0.53328,0.658284425,0.379727451,82.75376103,0.502264501,0.871718476,25.94859373,4.368051862,8.87E-08,0.994461237,0.184932526,0.205756014,0.0003,8
sample246,0.278332905,4518,2745686.321,0.63141647,0.3,0.098400037,0.630925097,57.17041154,57.75154359,6.650631499,31.83824833,4.900506334,0.534950848,0.723250225,0.164868696,4.548646011,126.4503374,0.952329019,1.230808245,0,0.515311324,0.859255784,0.364272728,95.10916932,0.675844532,0.868306967,38.6058716,5.430506469,6.36E-08,0.996434323,0.225661474,0.073115239,0.0002,8
sample247,0.38934985,2264,2777009.573,0.532665125,0.3,0.098971008,0.415759816,52.5261654,66.04579188,6.454489512,30.59163873,3.917894044,0.52242126,0.521296804,0.341093328,4.542313557,125.0183963,0.95051857,1.189218358,0.260126702,0.584082809,0.827870129,0.485783125,74.26565891,0.465383741,0.875497039,22.52840119,4.105456074,6.34E-08,0.992507629,0.211021011,0.113813218,0.0003,8
sample248,0.234485654,3255,2881560.789,0.769143674,0.3,0.099791777,0.686544361,58.08534003,67.04878228,6.981420335,36.61912497,5.627275542,0.539056225,0.81557116,0.023338102,5.570095666,125.9417872,0.951717786,0.988601427,0.174067836,0.448244771,0.704539981,0.26836258,81.57320908,0.724891498,0.857304172,35.74494441,5.155884787,6.26E-08,1.007473098,0.237627285,0.023035317,0.0002,32
sample249,0.694274739,500,2900779.272,0.115611138,0.596030891,0.098363974,0,56.64489082,64.2258504,6.517952058,10.35280002,0.708394334,0.537691817,0.005724588,0.742495707,3.15572125,116.319241,0.944167129,1.27379814,0.37789841,0.8365844,0.721019413,0.863306238,82.65284786,0.079472073,0.87336357,8.908215408,0.5,7.22E-08,1.005361587,0.22027393,0.306795115,0.0003,16
sample250,0.253754666,6400,2750062.577,0.651621122,0.3,0.099706555,0.708030165,54.04489814,67.25507392,6.480302826,37.03270117,5.60138661,0.541264452,0.697377952,0.176074469,5.073362497,131.8269955,0.945660827,1.136308261,0.011977077,0.446562688,0.782375301,0.335437446,90.45828928,0.754387932,0.883204138,39.92704526,5.935125365,8.41E-08,0.997130158,0.140574835,0.064405722,0.0003,32
sample251,0.457020104,2140,2588053.141,0.337678757,0.484885045,0.099929499,0.374006242,50.00206891,68.22497938,6.596461474,22.20824016,3.14272525,0.538764766,0.380075525,0.484733429,3.95643862,124.0179065,0.958951207,1.197793961,0.191139501,0.649701022,0.642087735,0.620781313,86.16366147,0.34965569,0.867011635,27.59257615,3.708538475,7.78E-08,1.001351528,0.204926619,0.137516861,0.0003,16
sample252,0.309727094,3237,3053329.007,0.45899784,0.3,0.099204531,0.643286368,58.19292052,64.16324686,6.218043335,28.12960596,4.752186377,0.541530564,0.654406936,0.090812054,5.036869196,123.7511577,0.9389555,1.368604267,0,0.500548212,0.827343325,0.435936396,89.5176287,0.549879173,0.88186677,35.43130171,3.844524213,6.59E-08,1.006790619,0.172907407,0.0707829,0.0002,16
sample253,0.247551063,5825,2913448.137,0.681693418,0.3,0.099378326,0.661879656,52.75352746,63.2776955,6.659504653,36.49408808,5.891845708,0.519789366,0.83184272,0.097981809,5.123033049,120.1039517,0.935615673,1.102465759,0,0.45322198,0.917244947,0.297618734,81.83146932,0.664016884,0.86260203,33.94099761,5.501997693,7.17E-08,1.005358505,0.126345828,0.15781564,0.0003,8
sample254,0.463043281,1537,2902014.254,0.327054284,0.80156351,0.09886727,0.318040143,59.76954261,68.42272212,6.736320117,19.04824707,3.635850506,0.53659829,0.479466836,0.534012477,4.553963302,128.7179526,0.950286884,1.02953723,0.226845817,0.593533611,0.75193411,0.591544449,89.8288822,0.363197007,0.871009604,24.6405087,3.116708669,7.34E-08,1.003934067,0.205874042,0.156427354,0.0002,16
sample255,0.4788,1187,349886,0.395052372,0.633144796,0.099354361,0.23610104,54.709,14.495,5.662278299,20.72062673,3.967937026,0.509002018,0.406438777,0.448485026,4.335366893,11.72741741,0.964080901,0.264947266,0.214494332,0.641639595,0.727319558,0.571487792,5.90778935,0.261565181,0.994946742,21.7862234,2.917864444,7.71E-08,1.000000866,0.19507797,0.222301332,0.0003,16
sample256,0.216573944,6933,3102285.431,0.820331187,0.448872938,0.099915442,0.690518868,55.99348794,62.053274,6.40842322,37.12590792,5.484971675,0.524746374,0.757242669,0.048990064,5.312938168,133.6509876,0.946822616,1.061829902,0.107745383,0.404940712,0.660466857,0.235097463,89.86155358,0.721470652,0.880920219,37.68943268,6.074830788,7.91E-08,1.00978999,0.12989812,0.063095775,0.0003,8
sample257,0.5852643,853,2612169.591,0.171920542,0.823150823,0.098694598,0.177735344,59.55378473,60.370675,6.604428716,16.69305325,2.929938292,0.542453488,0.149802371,0.550056848,3.15572125,107.6495793,0.950707088,1.225831234,0.346372689,0.701677274,0.701022717,0.72180813,96.61877772,0.134392686,0.88698598,13.40727233,1.425901437,7.00E-08,1.002647988,0.141394205,0.492009875,0.0002,32
sample258,0.283799727,5003,2913757.462,0.533619072,0.658678887,0.099318336,0.58009869,60.05996883,63.86377218,6.66258042,43.49702537,4.685492562,0.557468958,0.692058902,0.227065376,4.65943333,134.175451,0.947430907,1.159901205,0,0.441355442,0.658281549,0.360585597,92.24959656,0.586615183,0.876368218,34.40610144,4.881761832,7.32E-08,1.008544831,0.219834718,0.025346856,0.0002,8
sample259,0.383013348,2623,2951826.329,0.442145947,0.357820569,0.099456678,0.481138575,57.76609324,64.68486648,6.627955802,26.82039496,4.628476736,0.521071686,0.574430266,0.254522004,4.502141643,106.9682848,0.933636016,1.335674484,0.201786605,0.491073911,0.898787989,0.465845176,76.0131817,0.424894364,0.868885913,27.74617829,4.405442517,7.96E-08,0.995002518,0.225667289,0.086254714,0.0003,16
sample260,0.596187474,612,2631862.353,0.239426314,0.612778503,0.09844972,0.101832212,59.9488487,63.7865516,6.561567419,13.75816207,1.742720602,0.531777251,0.245218281,0.584008921,3.278381829,131.6568922,0.94966772,1.545393825,0.244942931,0.710101916,0.798417433,0.658861163,88.12330131,0.145294102,0.876231421,15.41860478,1.423899144,6.23E-08,0.998577652,0.193824076,0.325321999,0.0003,32
sample261,0.663687509,1085,2881454,0.110570058,0.614785715,0.097877862,0.154855482,58.5938,65.9532,6.578363246,14.44773946,0.697672473,0.53419607,0.000326824,0.784889636,3.637106947,166.331623,0.942654002,1.125600319,0.501326941,0.801198235,0.6599813,0.805977594,88.74600729,0.050824559,0.86966734,6.321772292,0.568710622,6.36E-08,1.000000928,0.277306956,0.449272302,0.0002,8
sample262,0.404942258,2563,2615823.982,0.377876518,0.707509894,0.098712472,0.476630441,59.43872215,69.69919439,6.492554898,26.26627254,3.384564256,0.528754463,0.538693275,0.391270081,4.078758659,115.6920705,0.963581322,1.090932114,0.323025703,0.585350779,0.670008376,0.464216967,104.4831252,0.424231545,0.87906436,24.82280334,4.863818022,8.04E-08,0.993579173,0.194431029,0.076131064,0.0003,32
sample263,0.585487328,913,2949483.99,0.085627832,0.548119992,0.097802784,0.135373248,54.5678405,62.90662558,6.426637425,13.63106055,2.9056022,0.546738542,0.200304355,0.621350965,3.544234024,154.8635005,0.957147835,0.874724239,0.265471944,0.714164618,0.779313502,0.747753356,77.14664203,0.121815714,0.868117721,15.32171082,1.755697168,6.77E-08,1.000211125,0.191703011,0.178610241,0.0002,32
sample264,0.665254237,694,2962722,0,0.575920297,0.097802784,0.161637866,60.20424085,68.44028806,6.14684429,12.03488098,0.5,0.56205894,0.022307487,0.769044786,3.15572125,179.3502378,0.943292989,1.136801778,0.420541595,0.76328959,0.757275095,0.817540693,100.7138195,0.075335844,0.869740293,5.865271357,0.5,7.29E-08,1.000000921,0.122027042,0.193382036,0.0002,8
sample265,0.660525686,925,2722654.669,0.099746517,0.486905778,0.099591672,0.028118372,52.60016765,69.75681889,6.956058782,8.393501458,0.605324906,0.544438754,0.098684045,0.807891797,3.15572125,126.6481711,0.954110678,1.174867453,0.220191338,0.798640049,0.817417064,0.925446585,93.82092011,0.093482041,0.864651881,7.878825073,1.539659767,7.86E-08,0.997999417,0.163230777,0.336348936,0.0003,32
sample266,0.49225802,1653,2832507.966,0.32899638,0.606677698,0.098974306,0.353269681,52.51132378,63.17243546,6.592225971,26.5414928,2.652892864,0.523256805,0.32007557,0.493717569,3.533445736,121.6372683,0.948943529,0.986893765,0.27758673,0.674682047,0.714358152,0.646488821,89.39121442,0.322487202,0.856385938,20.44716153,3.17484265,7.63E-08,0.994671467,0.201952245,0.307596807,0.0003,8
sample267,0.281502725,5000,2733691.653,0.627765014,0.573264145,0.099509061,0.743543665,59.9990265,66.88940855,7.16991929,34.82347016,6.640406607,0.533149524,0.720768335,0.138964605,4.41393536,130.8399904,0.936732856,1.190767125,0.099536969,0.488706195,0.723430016,0.416559433,74.90904907,0.642937247,0.856147827,34.71815373,5.841866549,6.67E-08,0.993214484,0.177995732,0,0.0002,8
sample268,0.592296249,1231,2644444.87,0.170286393,0.450516103,0.098076382,0.224269322,52.75454978,64.236586,6.293572728,13.33236321,2.767136894,0.536508934,0.152368324,0.695515467,3.281296391,132.6522545,0.938732154,1.375277883,0.390556979,0.721315991,0.815930444,0.696236133,89.56583479,0.305729351,0.845875543,10.15179953,1.872789085,8.31E-08,0.99228604,0.172925436,0.311025605,0.0002,32
sample269,0.257911271,4982,2930206.398,0.781196691,0.686299805,0.100018836,0.589858186,56.28457752,60.85712239,6.394413977,33.36800393,5.046068461,0.539542283,0.695205741,0,4.888424111,116.581328,0.961492292,1.17570062,0.118195657,0.518014828,0.77337171,0.272061429,86.31295459,0.728296833,0.869242633,37.28895261,5.393149045,1.03E-07,0.99902782,0.211701163,0,0.0003,8
sample270,0.618186958,1023,2832537.855,0.125288123,0.610250537,0.098029803,0.136859956,55.642781,70.18698662,6.450781559,15.96311718,1.884840744,0.542376362,0.135773731,0.589810344,3.349259168,122.1228082,0.951799246,1.002743862,0.360405568,0.743865447,0.815830135,0.714250376,85.5238729,0.187899749,0.848754743,9.895512218,1.961103371,8.80E-08,1.000379338,0.145500956,0.332277848,0.0002,8
sample271,0.282028881,7143,2793063.538,0.667928475,0.833981858,0.099516933,0.642361044,61.26955063,62.30162467,6.626614168,31.94088682,5.389829065,0.526460443,0.745730642,0.194838334,4.767033546,120.3108481,0.954353834,1.113124642,0.057687742,0.514884001,0.882441994,0.325265133,81.32491336,0.68496813,0.889932945,33.70595765,5.546335926,6.00E-08,1.003741773,0.180898187,0.024347167,0.0003,8
sample272,0.544771994,694,2791789.966,0.212204135,0.613535005,0.097802784,0.242386052,54.02558574,66.7230848,6.509948514,17.19788976,2.538656133,0.546896534,0.271250106,0.585248385,3.618293815,136.5126897,0.934122805,1.021158919,0.297516531,0.756131972,0.727572469,0.68302987,66.76694216,0.302309329,0.857801609,16.4213912,3.302494255,6.42E-08,1.000964814,0.169594871,0.220380631,0.0003,16
sample273,0.262964306,6363,2815686.439,0.689179702,0.656741529,0.099344504,0.615632545,54.81671253,61.32067805,6.985902541,36.61083891,5.249290192,0.526880728,0.75000461,0.149227221,5.70780794,124.7109465,0.960221859,1.546813578,0.09719239,0.44370663,0.737387159,0.220997315,80.80126864,0.660160747,0.878095204,35.79359872,5.419680332,7.58E-08,1.002421925,0.268365639,0.065208863,0.0003,32
sample274,0.422740901,2124,2745009.762,0.466514477,0.641989652,0.09882369,0.526411768,56.05021276,65.35784873,6.346307655,22.8564038,3.86158685,0.534093873,0.475844102,0.421076085,4.1838823,117.7541588,0.966797116,0.825868504,0.183655814,0.584518437,0.832966839,0.567522499,73.38436826,0.486110204,0.881226022,26.07349613,4.312754097,8.29E-08,0.993596661,0.194167561,0.188639552,0.0003,32
